gene_symbol_mouse,probe_id,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude
Zfp511,1460572_a_at,0.0219624829234833,0.0716995977077105,24,5,61.871843353823
Vav3,1417123_at,0.0227270490302753,0.0731420464046273,24,16.5,0.282842712474618
Fxyd7,1419200_at,0.0227270490302753,0.0731420464046273,24,15,0.707106781186537
Mesp2,1419629_at,0.0227270490302753,0.0731420464046273,24,15,0.42426406871193
Vmn2r103///Vmn2r97///Vmn2r96///Vmn2r98,1420079_at,0.0227270490302753,0.0731420464046273,24,14,1.13137084989848
Rptn,1420431_at,0.0227270490302753,0.0731420464046273,24,15,1.27279220613578
Gm21708///Gm21704///Gm21693///Gm21677///Gm10352///Gm10256///Gm4064///Rbmy,1420786_a_at,0.0227270490302753,0.0731420464046273,24,15,1.83847763108501
Col4a6,1421006_at,0.0227270490302753,0.0731420464046273,24,15,0.742462120245873
Syn3,1421248_at,0.0227270490302753,0.0731420464046273,24,17,1.06066017177982
Col25a1,1421427_at,0.0227270490302753,0.0731420464046273,24,15,0.42426406871193
Abo,1421559_at,0.0227270490302753,0.0731420464046273,24,15,0.565685424949236
Irak4,1421670_a_at,0.0227270490302753,0.0731420464046273,24,19,3.04055915910215
St8sia5,1421735_a_at,0.0227270490302753,0.0731420464046273,24,16,0.42426406871193
D1Pas1,1422956_at,0.0227270490302753,0.0731420464046273,24,15,0.848528137423849
Scd3,1423366_at,0.0227270490302753,0.0731420464046273,24,16,0.353553390593274
Elovl7,1424098_at,0.0227270490302753,0.0731420464046273,24,15,1.48492424049175
Rbl1,1424156_at,0.0227270490302753,0.0731420464046273,24,22.5,4.59619407771256
Dnase1,1424592_a_at,0.0227270490302753,0.0731420464046273,24,12.5,1.90918830920367
Adam15,1425170_a_at,0.0227270490302753,0.0731420464046273,24,15,0.49497474683058
Ptpro,1425863_a_at,0.0227270490302753,0.0731420464046273,24,16,0.424264068711925
Cabp4,1425878_at,0.0227270490302753,0.0731420464046273,24,14.5,0.91923881554252
Coro6,1426122_a_at,0.0227270490302753,0.0731420464046273,24,16.5,1.27279220613577
Rps6kl1,1426466_s_at,0.0227270490302753,0.0731420464046273,24,15,0.353553390593274
BC018473,1427453_at,0.0227270490302753,0.0731420464046273,24,16,0.707106781186537
Trav9d-3,1427653_at,0.0227270490302753,0.0731420464046273,24,16,0.388908729652599
1700012B07Rik,1428703_at,0.0227270490302753,0.0731420464046273,24,16.5,0.424264068711925
Klc1,1428881_at,0.0227270490302753,0.0731420464046273,24,4.5,50.8586552368425
Hsd17b14,1429802_at,0.0227270490302753,0.0731420464046273,24,15,0.49497474683058
2210011C24Rik,1429953_at,0.0227270490302753,0.0731420464046273,24,16,0.530330085889911
Glis3,1430353_at,0.0227270490302753,0.0731420464046273,24,14,1.83847763108502
1700030J22Rik,1430565_at,0.0227270490302753,0.0731420464046273,24,15,0.494974746830585
Gm11651,1430740_at,0.0227270490302753,0.0731420464046273,24,16,0.424264068711925
Trmu,1430828_at,0.0227270490302753,0.0731420464046273,24,15,1.4142135623731
4930449C09Rik,1430840_at,0.0227270490302753,0.0731420464046273,24,16.5,0.565685424949241
Hapln3,1431152_at,0.0227270490302753,0.0731420464046273,24,15,0.707106781186548
2900012M01Rik,1431482_at,0.0227270490302753,0.0731420464046273,24,15,1.62634559672906
4933409F18Rik,1431555_at,0.0227270490302753,0.0731420464046273,24,15,0.989949493661171
2310015D24Rik,1431714_at,0.0227270490302753,0.0731420464046273,24,16.5,0.318198051533953
Tmem80,1431726_a_at,0.0227270490302753,0.0731420464046273,24,2,56.8160298683391
Fbxo24,1431864_at,0.0227270490302753,0.0731420464046273,24,16,0.42426406871193
4930567K12Rik,1432163_at,0.0227270490302753,0.0731420464046273,24,14,2.3334523779156
9130410C08Rik,1432309_at,0.0227270490302753,0.0731420464046273,24,16.5,0.565685424949236
2410124H12Rik,1432515_at,0.0227270490302753,0.0731420464046273,24,15,0.707106781186543
4933428C20Rik,1433386_at,0.0227270490302753,0.0731420464046273,24,16,0.636396103067892
Zfp365,1433583_at,0.0227270490302753,0.0731420464046273,24,15,2.68700576850889
Nell1,1433787_at,0.0227270490302753,0.0731420464046273,24,15,2.75771644662752
Slc6a11,1433989_at,0.0227270490302753,0.0731420464046273,24,17,0.707106781186543
4931428F04Rik,1435024_at,0.0227270490302753,0.0731420464046273,24,15,1.34350288425443
Mir124a-1hg,1435453_at,0.0227270490302753,0.0731420464046273,24,19,0.777817459305208
Hapln4,1435650_at,0.0227270490302753,0.0731420464046273,24,21.5,84.7467477252077
Gm15523,1436259_at,0.0227270490302753,0.0731420464046273,24,15,1.20208152801714
Themis,1436423_at,0.0227270490302753,0.0731420464046273,24,14,0.919238815542515
Kif2c,1437611_x_at,0.0227270490302753,0.0731420464046273,24,17,1.52027957955108
Aldh18a1,1437620_x_at,0.0227270490302753,0.0731420464046273,24,15,1.06066017177983
Lax1,1438687_at,0.0227270490302753,0.0731420464046273,24,15.5,2.12132034355964
Fgf9,1438718_at,0.0227270490302753,0.0731420464046273,24,15,1.34350288425444
Dnah2,1438763_at,0.0227270490302753,0.0731420464046273,24,15.5,0.777817459305213
Gm1070,1438867_at,0.0227270490302753,0.0731420464046273,24,16,0.424264068711925
Ecm2,1440096_at,0.0227270490302753,0.0731420464046273,24,16.5,0.91923881554251
Sae1,1440185_x_at,0.0227270490302753,0.0731420464046273,24,16.5,0.141421356237312
Rmst,1440495_at,0.0227270490302753,0.0731420464046273,24,15,1.06066017177981
Brwd3,1441182_at,0.0227270490302753,0.0731420464046273,24,15,0.49497474683059
Hdac10,1441832_at,0.0227270490302753,0.0731420464046273,24,15,0.49497474683058
Fgf3,1441914_x_at,0.0227270490302753,0.0731420464046273,24,17,0.601040764008564
Trpm5,1443413_s_at,0.0227270490302753,0.0731420464046273,24,15,0.636396103067892
Gm5148,1443541_at,0.0227270490302753,0.0731420464046273,24,15,0.989949493661166
Fam222a,1443692_at,0.0227270490302753,0.0731420464046273,24,16.5,0.0707106781186658
Ccdc82,1443712_x_at,0.0227270490302753,0.0731420464046273,24,14,3.95979797464467
Kcnc1,1443855_at,0.0227270490302753,0.0731420464046273,24,16.5,0.848528137423859
Pgbd1,1444584_at,0.0227270490302753,0.0731420464046273,24,16,0.565685424949236
1700095A13Rik,1444770_at,0.0227270490302753,0.0731420464046273,24,15,0.353553390593274
C87487,1444840_at,0.0227270490302753,0.0731420464046273,24,15,0.494974746830585
Stc2,1445186_at,0.0227270490302753,0.0731420464046273,24,15,0.494974746830585
Fkbp7,1446078_at,0.0227270490302753,0.0731420464046273,24,16.5,0.424264068711925
Ntn5,1446220_at,0.0227270490302753,0.0731420464046273,24,16,0.636396103067892
4930431P19Rik,1446949_at,0.0227270490302753,0.0731420464046273,24,17,1.83847763108502
Clca4c-ps,1447394_at,0.0227270490302753,0.0731420464046273,24,14.5,2.40416305603426
Rpe,1448444_at,0.0227270490302753,0.0731420464046273,24,17,5.09116882454316
Vil1,1448837_at,0.0227270490302753,0.0731420464046273,24,16.5,1.06066017177982
Scand1,1448868_at,0.0227270490302753,0.0731420464046273,24,8.5,177.748967120768
Tex40,1449074_at,0.0227270490302753,0.0731420464046273,24,15,0.919238815542515
AU021895///Gpr137b,1449671_at,0.0227270490302753,0.0731420464046273,24,15.5,4.80832611206852
Dpf3,1450162_at,0.0227270490302753,0.0731420464046273,24,15,0.494974746830585
Cntnap2,1450758_at,0.0227270490302753,0.0731420464046273,24,15,1.13137084989848
Igkv9-120///Igk-V1,1452536_s_at,0.0227270490302753,0.0731420464046273,24,15,0.353553390593274
Igk-V1,1452537_at,0.0227270490302753,0.0731420464046273,24,15,0.353553390593266
Lrrtm1,1452624_at,0.0227270490302753,0.0731420464046273,24,15,0.707106781186548
Treml1,1452630_at,0.0227270490302753,0.0731420464046273,24,15,0.565685424949236
Zfp383,1453212_at,0.0227270490302753,0.0731420464046273,24,15.5,74.1755013464688
Ndnf,1453225_at,0.0227270490302753,0.0731420464046273,24,15,3.1112698372208
1700012P22Rik,1453333_at,0.0227270490302753,0.0731420464046273,24,15,0.494974746830585
Urgcp,1453350_at,0.0227270490302753,0.0731420464046273,24,16.5,0.91923881554251
Dmrtc1c2///Dmrtc1c1,1453544_at,0.0227270490302753,0.0731420464046273,24,15,0.494974746830585
Dcdc2c,1453930_at,0.0227270490302753,0.0731420464046273,24,15,1.06066017177982
Sh3bgr,1454559_at,0.0227270490302753,0.0731420464046273,24,15,0.636396103067892
Lef1,1454734_at,0.0227270490302753,0.0731420464046273,24,15,0.636396103067897
Flrt2,1455096_at,0.0227270490302753,0.0731420464046273,24,16.5,0.848528137423862
Lsamp,1455636_at,0.0227270490302753,0.0731420464046273,24,14,0.848528137423859
Tacc3,1455834_x_at,0.0227270490302753,0.0731420464046273,24,17,0.848528137423869
Rps16,1455835_at,0.0227270490302753,0.0731420464046273,24,15,0.601040764008566
Sh3tc2,1456020_at,0.0227270490302753,0.0731420464046273,24,16,0.353553390593274
Adamts20,1456901_at,0.0227270490302753,0.0731420464046273,24,14,1.69705627484771
Arhgap39,1457004_at,0.0227270490302753,0.0731420464046273,24,16,0.565685424949236
Frem2,1457038_at,0.0227270490302753,0.0731420464046273,24,15,0.494974746830578
Nlrp9b,1457084_at,0.0227270490302753,0.0731420464046273,24,15,0.848528137423854
Topbp1,1458480_at,0.0227270490302753,0.0731420464046273,24,15,0.42426406871193
AI662245,1458649_at,0.0227270490302753,0.0731420464046273,24,15,0.707106781186548
Hephl1,1458680_at,0.0227270490302753,0.0731420464046273,24,15,0.742462120245875
AU015777,1459161_at,0.0227270490302753,0.0731420464046273,24,16,0.353553390593274
Mrps5,1459439_at,0.0227270490302753,0.0731420464046273,24,16,0.353553390593274
P4htm,1459807_x_at,0.0227270490302753,0.0731420464046273,24,15,0.565685424949236
Trem3,1460271_at,0.0227270490302753,0.0731420464046273,24,17,0.459619407771257
Abhd16a,1415732_at,0.0234916151370673,0.0741476194483079,24,10.5,44.1941738241594
Fstl1,1416221_at,0.0234916151370673,0.0741476194483079,24,1,93.9037805415735
Rcbtb2,1416389_a_at,0.0234916151370673,0.0741476194483079,24,21,263.8215400607
Grcc10,1416522_a_at,0.0234916151370673,0.0741476194483079,24,19,3091.59459103429
Cd248,1417439_at,0.0234916151370673,0.0741476194483079,24,17,0.636396103067897
Sst,1417954_at,0.0234916151370673,0.0741476194483079,24,16.5,0.212132034355962
Hes1,1418102_at,0.0234916151370673,0.0741476194483079,24,2,90.0500485841068
Terf1,1418380_at,0.0234916151370673,0.0741476194483079,24,6.5,105.464976413974
Jrk,1418409_at,0.0234916151370673,0.0741476194483079,24,16.5,0.424264068711925
Cpb2,1418771_a_at,0.0234916151370673,0.0741476194483079,24,20.5,7066.33019643154
Ermap,1418909_at,0.0234916151370673,0.0741476194483079,24,15,0.565685424949241
Klk1b26///Egfbp2,1419090_x_at,0.0234916151370673,0.0741476194483079,24,17,3.46482322781408
Cbx4,1419583_at,0.0234916151370673,0.0741476194483079,24,9,1104.67756890868
Cyp2b9,1419590_at,0.0234916151370673,0.0741476194483079,24,16.5,0.565685424949238
Gpc6,1419688_at,0.0234916151370673,0.0741476194483079,24,15,0.353553390593264
Cramp1l,1420326_s_at,0.0234916151370673,0.0741476194483079,24,6,158.71011703732
Slc6a14,1420503_at,0.0234916151370673,0.0741476194483079,24,15,1.0253048327205
Nrg3,1421017_at,0.0234916151370673,0.0741476194483079,24,15,1.41421356237309
Itgav,1421198_at,0.0234916151370673,0.0741476194483079,24,21,96.0074232156035
Hdgfl1,1421294_at,0.0234916151370673,0.0741476194483079,24,16.5,0.353553390593269
Klk1b4,1421372_at,0.0234916151370673,0.0741476194483079,24,19,40.9414826307011
Cep250,1421512_at,0.0234916151370673,0.0741476194483079,24,16.5,2.3334523779156
Pkhd1l1,1421696_at,0.0234916151370673,0.0741476194483079,24,15,0.777817459305208
Eif2ak2,1422006_at,0.0234916151370673,0.0741476194483079,24,20,59.9980103836786
Bdnf,1422169_a_at,0.0234916151370673,0.0741476194483079,24,16,0.282842712474618
Dspp,1422246_at,0.0234916151370673,0.0741476194483079,24,16,0.353553390593274
Vmn1r43,1422368_at,0.0234916151370673,0.0741476194483079,24,16,1.13137084989848
Ebag9,1422669_at,0.0234916151370673,0.0741476194483079,24,10,614.723280224525
Bicd2,1422745_at,0.0234916151370673,0.0741476194483079,24,14.5,0.530330085889911
Bmp4,1422912_at,0.0234916151370673,0.0741476194483079,24,22,23.2991684400968
Mat1a,1423147_at,0.0234916151370673,0.0741476194483079,24,13.5,13046.6150876386
Erp44,1423247_at,0.0234916151370673,0.0741476194483079,24,20.5,889.116066663966
Ints6,1423274_at,0.0234916151370673,0.0741476194483079,24,15,1.13137084989849
Zwint,1423724_at,0.0234916151370673,0.0741476194483079,24,13,425.78434829148
Ncoa5,1424055_at,0.0234916151370673,0.0741476194483079,24,19.5,1.83847763108504
Yipf1,1424196_at,0.0234916151370673,0.0741476194483079,24,19,437.32786649435
Otor,1425083_at,0.0234916151370673,0.0741476194483079,24,16.5,0.494974746830588
Mrpl33,1425843_at,0.0234916151370673,0.0741476194483079,24,16.5,1.13137084989847
Otx2,1425926_a_at,0.0234916151370673,0.0741476194483079,24,15,1.13137084989848
Cyp2j13,1426102_at,0.0234916151370673,0.0741476194483079,24,16.5,1.62634559672906
Gpr153,1426973_at,0.0234916151370673,0.0741476194483079,24,16,0.353553390593274
Krt81,1427290_at,0.0234916151370673,0.0741476194483079,24,16,0.282842712474618
Krtap16-3,1427549_s_at,0.0234916151370673,0.0741476194483079,24,15,1.44956890143242
Wfikkn1,1427566_at,0.0234916151370673,0.0741476194483079,24,15,2.75771644662753
Zim3,1427678_at,0.0234916151370673,0.0741476194483079,24,15,0.42426406871193
Igkv19-93,1427856_a_at,0.0234916151370673,0.0741476194483079,24,14.5,1.06066017177981
Gm10436///Gm2042///Oog1,1427977_x_at,0.0234916151370673,0.0741476194483079,24,15,0.707106781186548
Syne2,1427982_s_at,0.0234916151370673,0.0741476194483079,24,6,132.211290412355
Nol4l,1428285_at,0.0234916151370673,0.0741476194483079,24,15,1.34350288425443
Pabpc6,1428807_at,0.0234916151370673,0.0741476194483079,24,15,1.20208152801713
Faim2,1429518_at,0.0234916151370673,0.0741476194483079,24,16.5,0.141421356237312
Il31,1430001_at,0.0234916151370673,0.0741476194483079,24,15,3.04055915910216
2610317O13Rik,1430011_at,0.0234916151370673,0.0741476194483079,24,14.5,1.83847763108501
2610035F20Rik,1430350_at,0.0234916151370673,0.0741476194483079,24,14.5,2.9698484809835
B9d1os,1430478_at,0.0234916151370673,0.0741476194483079,24,16,0.42426406871193
4933416E03Rik,1430711_at,0.0234916151370673,0.0741476194483079,24,16,1.34350288425446
6330415B21Rik,1430791_at,0.0234916151370673,0.0741476194483079,24,15,1.13137084989847
Samd7,1430817_at,0.0234916151370673,0.0741476194483079,24,14.5,1.46724657096209
Itpripl1,1431234_at,0.0234916151370673,0.0741476194483079,24,16.5,0.565685424949241
Ccdc182,1431441_at,0.0234916151370673,0.0741476194483079,24,15,0.459619407771255
4930503E24Rik,1431486_at,0.0234916151370673,0.0741476194483079,24,15,1.87383297014435
2310061N02Rik,1431504_at,0.0234916151370673,0.0741476194483079,24,16,0.353553390593274
1700034P13Rik,1431585_at,0.0234916151370673,0.0741476194483079,24,14.5,1.66170093578838
4930469G21Rik,1431735_at,0.0234916151370673,0.0741476194483079,24,15,1.06066017177982
Mto1,1431739_at,0.0234916151370673,0.0741476194483079,24,15,1.02530483272049
4933417O13Rik,1432040_at,0.0234916151370673,0.0741476194483079,24,15,0.49497474683058
4933432I03Rik,1432339_at,0.0234916151370673,0.0741476194483079,24,14,1.20208152801714
1700116B05Rik,1432563_at,0.0234916151370673,0.0741476194483079,24,15,0.494974746830585
4933423K11Rik,1432970_at,0.0234916151370673,0.0741476194483079,24,16,0.282842712474618
4930473M17Rik,1433096_at,0.0234916151370673,0.0741476194483079,24,15,0.707106781186548
2700008E08Rik,1433212_at,0.0234916151370673,0.0741476194483079,24,16,1.76776695296636
Ppp2r5c,1434206_s_at,0.0234916151370673,0.0741476194483079,24,1,63.2683792466664
Bmpr2,1434310_at,0.0234916151370673,0.0741476194483079,24,9,962.902659280779
Coro2b,1434326_x_at,0.0234916151370673,0.0741476194483079,24,18,0.353553390593274
Rbfox2,1434938_at,0.0234916151370673,0.0741476194483079,24,16.5,0.777817459305208
Ppm1e,1434990_at,0.0234916151370673,0.0741476194483079,24,15,0.919238815542515
Zfyve1,1435072_at,0.0234916151370673,0.0741476194483079,24,23,638.269936038037
Epas1,1435436_at,0.0234916151370673,0.0741476194483079,24,11.5,2328.55566345589
Tnr,1436148_at,0.0234916151370673,0.0741476194483079,24,14,1.20208152801713
Mrgbp,1436418_at,0.0234916151370673,0.0741476194483079,24,15,0.919238815542515
9530026P05Rik,1436435_at,0.0234916151370673,0.0741476194483079,24,15,0.777817459305203
Mapk8ip3,1436676_at,0.0234916151370673,0.0741476194483079,24,15,0.777817459305198
Cct8,1436973_at,0.0234916151370673,0.0741476194483079,24,14,1.69705627484771
Pigo,1437142_a_at,0.0234916151370673,0.0741476194483079,24,3,160.972858737117
Ikzf2,1437542_at,0.0234916151370673,0.0741476194483079,24,15,0.565685424949241
4930525G20Rik,1438346_at,0.0234916151370673,0.0741476194483079,24,14,4.87903679018719
Pnmal2,1438363_at,0.0234916151370673,0.0741476194483079,24,15,1.27279220613578
Bcorl1,1438469_at,0.0234916151370673,0.0741476194483079,24,16.5,0.353553390593279
Zdhhc19,1438607_at,0.0234916151370673,0.0741476194483079,24,15,1.09601551083915
Mocs3,1439242_at,0.0234916151370673,0.0741476194483079,24,16.5,0.212132034355962
4930466K18Rik,1439671_at,0.0234916151370673,0.0741476194483079,24,16.5,10.146982310027
Gm31981,1439735_at,0.0234916151370673,0.0741476194483079,24,14.5,2.96984848098351
Zfp583,1439861_at,0.0234916151370673,0.0741476194483079,24,16.5,0.777817459305208
Gpatch3,1440406_at,0.0234916151370673,0.0741476194483079,24,15,1.34350288425442
Rassf9,1440411_at,0.0234916151370673,0.0741476194483079,24,14,3.99515331370399
Adamtsl3,1440668_at,0.0234916151370673,0.0741476194483079,24,15,0.636396103067894
Slco5a1,1440874_at,0.0234916151370673,0.0741476194483079,24,16,0.42426406871193
9330184L24Rik,1441550_at,0.0234916151370673,0.0741476194483079,24,15,3.07591449816148
Gpr62,1442138_at,0.0234916151370673,0.0741476194483079,24,15,2.05060966544099
C78513,1443414_at,0.0234916151370673,0.0741476194483079,24,15,0.282842712474628
Rnf20,1444146_at,0.0234916151370673,0.0741476194483079,24,15,0.388908729652599
D030007L05Rik,1444476_at,0.0234916151370673,0.0741476194483079,24,15,3.04055915910215
Adam33,1444628_at,0.0234916151370673,0.0741476194483079,24,16,1.20208152801713
D2Ertd127e,1444630_at,0.0234916151370673,0.0741476194483079,24,17,0.636396103067897
Gm13261,1444837_at,0.0234916151370673,0.0741476194483079,24,15,0.565685424949241
D16Ertd6e,1445041_at,0.0234916151370673,0.0741476194483079,24,14,2.3334523779156
Atp2b4,1445701_at,0.0234916151370673,0.0741476194483079,24,16,3.14662517628014
C86400,1446089_at,0.0234916151370673,0.0741476194483079,24,15,0.777817459305201
C230014O12Rik,1446877_at,0.0234916151370673,0.0741476194483079,24,15,0.565685424949241
Bms1,1447679_s_at,0.0234916151370673,0.0741476194483079,24,4.5,824.009209786214
Il4ra,1447858_x_at,0.0234916151370673,0.0741476194483079,24,16.5,0.141421356237309
Smim22,1448099_at,0.0234916151370673,0.0741476194483079,24,15,1.55563491861041
Cdip1,1448193_at,0.0234916151370673,0.0741476194483079,24,14,163.412377132211
Efhd1,1448507_at,0.0234916151370673,0.0741476194483079,24,17,1.06066017177983
Tdh,1449064_at,0.0234916151370673,0.0741476194483079,24,16.5,0.565685424949236
Grb2,1449111_a_at,0.0234916151370673,0.0741476194483079,24,20.5,338.651115179767
Mapk8ip2,1449225_a_at,0.0234916151370673,0.0741476194483079,24,16.5,0.353553390593274
Slc35a4,1449775_x_at,0.0234916151370673,0.0741476194483079,24,15,0.212132034355967
Vpreb1,1449869_at,0.0234916151370673,0.0741476194483079,24,15,0.91923881554251
Fam133b,1449950_at,0.0234916151370673,0.0741476194483079,24,15,0.989949493661161
