gene_symbol_mouse,probe_id,JTK_pvalue,JTK_BH.Q,JTK_period,JTK_adjphase,JTK_amplitude
Cdh5,1433956_at,0.00131735912578238,0.01242455331073,24,4,40.1283098323366
Afp,1436880_at,0.00131735912578238,0.01242455331073,24,14.5,3.32340187157678
Ifnar2,1440169_x_at,0.00131735912578238,0.01242455331073,24,3,38.6080302527855
Tsku,1440230_at,0.00131735912578238,0.01242455331073,24,15,407.806158379812
Plekhg1,1440991_at,0.00131735912578238,0.01242455331073,24,16.5,0.565685424949241
Gtpbp4,1450873_at,0.00131735912578238,0.01242455331073,24,15,1117.86511037781
Map1a,1460566_at,0.00131735912578238,0.01242455331073,24,17,2.01525432638166
Slc25a10,1416954_at,0.00137197802420222,0.0127951986909728,24,11.5,1699.63721459905
Sf3b6,1417055_at,0.00137197802420222,0.0127951986909728,24,16.5,4448.09056239304
Acot13,1417316_at,0.00137197802420222,0.0127951986909728,24,14.5,2019.35554571254
Cdc42ep5,1418712_at,0.00137197802420222,0.0127951986909728,24,22.5,45.5023213693543
Pon3,1419298_at,0.00137197802420222,0.0127951986909728,24,19,1473.99944072242
Raet1e///Raet1d///Raet1c///Raet1b///Raet1a,1420603_s_at,0.00137197802420222,0.0127951986909728,24,7,1813.05714230137
Zfp185,1420943_at,0.00137197802420222,0.0127951986909728,24,16,0.494974746830585
Spta1,1421278_s_at,0.00137197802420222,0.0127951986909728,24,14,0.883883476483184
Sp4,1421504_at,0.00137197802420222,0.0127951986909728,24,0.5,113.950257788212
Phox2b,1422232_at,0.00137197802420222,0.0127951986909728,24,16.5,1.69705627484772
Smarce1,1422675_at,0.00137197802420222,0.0127951986909728,24,3,349.699658635807
Xpo6,1422759_a_at,0.00137197802420222,0.0127951986909728,24,5,460.574001925857
Papola,1424217_at,0.00137197802420222,0.0127951986909728,24,23,150.931942444269
Rpl7,1426162_a_at,0.00137197802420222,0.0127951986909728,24,16.5,8578.0891392693
Slc25a45,1426883_at,0.00137197802420222,0.0127951986909728,24,20.5,453.732743817878
Lman1,1428129_at,0.00137197802420222,0.0127951986909728,24,16,2756.9209514987
Pcgf3,1428423_at,0.00137197802420222,0.0127951986909728,24,5.5,180.135452507273
Reep4,1428478_at,0.00137197802420222,0.0127951986909728,24,2.5,28.7792459942925
Tmem258,1428632_at,0.00137197802420222,0.0127951986909728,24,15,0.424264068711927
Mettl15,1428900_s_at,0.00137197802420222,0.0127951986909728,24,6,157.048416101532
Gm29770///Erh,1430536_a_at,0.00137197802420222,0.0127951986909728,24,17,1196.17718639422
Firre,1435744_at,0.00137197802420222,0.0127951986909728,24,6.5,53.7754707092369
Zfp385b,1436731_at,0.00137197802420222,0.0127951986909728,24,11,606.538519232291
LOC101055915///Gm15501///Rps8,1436760_a_at,0.00137197802420222,0.0127951986909728,24,20,4321.20025050911
Garem,1436827_at,0.00137197802420222,0.0127951986909728,24,8,1638.43712268735
Rnf115,1437009_a_at,0.00137197802420222,0.0127951986909728,24,9.5,825.052192288463
Zscan10,1438787_at,0.00137197802420222,0.0127951986909728,24,14.5,0.42426406871193
Nfat5,1438999_a_at,0.00137197802420222,0.0127951986909728,24,4,234.865517371112
Klf3,1441200_at,0.00137197802420222,0.0127951986909728,24,18,3.46482322781407
Psip1,1442148_at,0.00137197802420222,0.0127951986909728,24,17.5,112.801209268784
2810403D21Rik,1444703_at,0.00137197802420222,0.0127951986909728,24,13.5,1.90918830920367
Cryl1,1447112_s_at,0.00137197802420222,0.0127951986909728,24,11,213.104306180095
Ostc,1449139_at,0.00137197802420222,0.0127951986909728,24,19.5,3077.34638939338
Hars2,1449371_at,0.00137197802420222,0.0127951986909728,24,4.5,158.250497629549
B3gnt2,1450026_a_at,0.00137197802420222,0.0127951986909728,24,14,261.134534292192
Nr1h3,1450444_a_at,0.00137197802420222,0.0127951986909728,24,20,320.036529165031
Atp6v1e2,1450552_at,0.00137197802420222,0.0127951986909728,24,16,6.39931636973826
Wasl,1452193_a_at,0.00137197802420222,0.0127951986909728,24,9,2211.61787951716
Stard4,1455011_at,0.00137197802420222,0.0127951986909728,24,9.5,1551.25085656705
E130110O22Rik,1456799_at,0.00137197802420222,0.0127951986909728,24,7,19.710601525575
Slc6a17,1458394_at,0.00137197802420222,0.0127951986909728,24,16,1.23743686707646
Cops5,1460171_at,0.00137197802420222,0.0127951986909728,24,12.5,1080.77735970458
Hsd17b13,1460606_at,0.00137197802420222,0.0127951986909728,24,16,5139.32279634195
Rbm8a,1418120_at,0.00143099246959273,0.0132878713961502,24,19.5,27.2943217538007
Guca1b,1425138_at,0.00143099246959273,0.0132878713961502,24,17,0.494974746830585
Hexim2,1429025_a_at,0.00143099246959273,0.0132878713961502,24,17,0.848528137423859
Gabrb2,1429685_at,0.00143099246959273,0.0132878713961502,24,15,1.6970562748477
2900002J02Rik,1430928_at,0.00143099246959273,0.0132878713961502,24,14,1.13137084989847
9030624J02Rik,1431001_at,0.00143099246959273,0.0132878713961502,24,16.5,0.565685424949236
Kcnd3,1435720_at,0.00143099246959273,0.0132878713961502,24,15,1.90918830920368
Shf,1436167_at,0.00143099246959273,0.0132878713961502,24,8.5,15.0613744392735
Fras1,1439019_at,0.00143099246959273,0.0132878713961502,24,17,0.565685424949241
AA408650,1440221_at,0.00143099246959273,0.0132878713961502,24,21,102.035508525219
2410022M11Rik,1441783_at,0.00143099246959273,0.0132878713961502,24,14.5,0.636396103067892
Surf1,1450561_a_at,0.00143099246959273,0.0132878713961502,24,14,555.538442639211
Cand1,1455751_at,0.00143099246959273,0.0132878713961502,24,15.5,2.19203102167828
Krt85,1460185_at,0.00143099246959273,0.0132878713961502,24,15,0.777817459305203
Efr3a,1416133_at,0.00149000691498324,0.0137144493617672,24,5,443.956992567974
Vac14,1416231_at,0.00149000691498324,0.0137144493617672,24,18,125.935717729324
Rgcc,1418003_at,0.00149000691498324,0.0137144493617672,24,16.5,1.27279220613578
Ctnnb1,1420811_a_at,0.00149000691498324,0.0137144493617672,24,2.5,2407.30968121054
Mc3r,1422237_at,0.00149000691498324,0.0137144493617672,24,15,0.353553390593274
Psmd9,1423386_at,0.00149000691498324,0.0137144493617672,24,15.5,677.213842011887
Rnf44,1423532_at,0.00149000691498324,0.0137144493617672,24,5.5,443.444340151614
Hnrnpl,1424101_at,0.00149000691498324,0.0137144493617672,24,5.5,116.743329573899
Mfsd4b1,1425596_at,0.00149000691498324,0.0137144493617672,24,14,426.862686132789
Rnf121,1426503_a_at,0.00149000691498324,0.0137144493617672,24,19.5,172.869930330581
Rfwd2,1426912_at,0.00149000691498324,0.0137144493617672,24,14,487.514770289067
Malsu1,1428495_at,0.00149000691498324,0.0137144493617672,24,11,995.641703249718
Mgme1,1429619_a_at,0.00149000691498324,0.0137144493617672,24,22,40.8354166135231
Cdh23,1432346_a_at,0.00149000691498324,0.0137144493617672,24,16,0.42426406871193
2900018E21Rik,1433040_at,0.00149000691498324,0.0137144493617672,24,17,1.20208152801712
Erlin2,1435223_at,0.00149000691498324,0.0137144493617672,24,5,102.972425010291
Ankrd50,1435880_at,0.00149000691498324,0.0137144493617672,24,3.5,10.8894444302728
Sugp2,1436005_at,0.00149000691498324,0.0137144493617672,24,15,0.565685424949238
Usp40,1438242_at,0.00149000691498324,0.0137144493617672,24,2.5,43.3456456867354
Zbtb38,1438269_at,0.00149000691498324,0.0137144493617672,24,1,84.3931943346145
Amigo1,1444117_at,0.00149000691498324,0.0137144493617672,24,16.5,0.813172798364524
Rangap1,1444581_at,0.00149000691498324,0.0137144493617672,24,17,0.212132034355962
Efcab14,1446425_at,0.00149000691498324,0.0137144493617672,24,16.5,1.76776695296637
Atp5l,1448203_at,0.00149000691498324,0.0137144493617672,24,18,5965.77152452325
Gtf2e2,1448884_at,0.00149000691498324,0.0137144493617672,24,15.5,363.806438920479
St3gal3,1450406_a_at,0.00149000691498324,0.0137144493617672,24,4.5,547.972400080515
Slit3,1452296_at,0.00149000691498324,0.0137144493617672,24,15,0.777817459305203
Plce1,1452398_at,0.00149000691498324,0.0137144493617672,24,13.5,95.4947707992432
Rnpepl1,1454753_at,0.00149000691498324,0.0137144493617672,24,9,751.955028783305
D130020L05Rik,1457054_a_at,0.00149000691498324,0.0137144493617672,24,8.5,382.862966673456
Ddx59,1460333_at,0.00149000691498324,0.0137144493617672,24,10.5,64.4881384442132
Adgrl3,1460440_at,0.00149000691498324,0.0137144493617672,24,15,0.848528137423864
Ehd1,1416012_at,0.00155374207828959,0.0142198298443463,24,16.5,0.565685424949226
Akr1c6,1417085_at,0.00155374207828959,0.0142198298443463,24,10,21678.6564743125
Adgrl4,1418058_at,0.00155374207828959,0.0142198298443463,24,19,129.683383669613
Epha8,1419341_at,0.00155374207828959,0.0142198298443463,24,16,2.01525432638166
Serpinb5,1421752_a_at,0.00155374207828959,0.0142198298443463,24,15,0.707106781186548
Clcn6,1422314_at,0.00155374207828959,0.0142198298443463,24,16.5,0.707106781186548
Ppp1r1a,1422605_at,0.00155374207828959,0.0142198298443463,24,16.5,1.4142135623731
Nle1,1424731_at,0.00155374207828959,0.0142198298443463,24,17,2.3334523779156
Wfdc5,1425418_at,0.00155374207828959,0.0142198298443463,24,16.5,1.69705627484771
Aph1b///Aph1c,1429466_s_at,0.00155374207828959,0.0142198298443463,24,21.5,39.9868884760993
Krtap3-2///Krtap3-3,1430625_at,0.00155374207828959,0.0142198298443463,24,15,1.27279220613579
Gm19924,1431160_x_at,0.00155374207828959,0.0142198298443463,24,16.5,0.989949493661163
4930448K20Rik,1433345_s_at,0.00155374207828959,0.0142198298443463,24,16,1.90918830920367
Usp34,1434392_at,0.00155374207828959,0.0142198298443463,24,5,219.556655558423
Pkn3,1434525_at,0.00155374207828959,0.0142198298443463,24,14.5,1.8031222920257
Tmem204,1434621_at,0.00155374207828959,0.0142198298443463,24,19,75.6604255869605
Zfp948,1437696_at,0.00155374207828959,0.0142198298443463,24,15.5,129.471251635257
Phactr1,1439022_at,0.00155374207828959,0.0142198298443463,24,14.5,1.20208152801713
Kbtbd8,1441275_at,0.00155374207828959,0.0142198298443463,24,15,0.636396103067892
Plaur,1452521_a_at,0.00155374207828959,0.0142198298443463,24,16,0.91923881554252
Slc4a3,1453687_at,0.00155374207828959,0.0142198298443463,24,15,1.20208152801713
4930405D01Rik,1454218_at,0.00155374207828959,0.0142198298443463,24,16.5,0.565685424949236
Hnrnph3,1455491_at,0.00155374207828959,0.0142198298443463,24,3,264.351870146591
D030055H07Rik,1458890_at,0.00155374207828959,0.0142198298443463,24,14.5,0.707106781186548
Puf60,1416438_at,0.00161747724159594,0.0146368059938239,24,5,574.206061662536
Mrps22,1416595_at,0.00161747724159594,0.0146368059938239,24,20,2309.35771434668
Spo11,1417021_a_at,0.00161747724159594,0.0146368059938239,24,15,0.565685424949241
Rab27b,1417214_at,0.00161747724159594,0.0146368059938239,24,16.5,4.03050865276331
Itgb5,1417534_at,0.00161747724159594,0.0146368059938239,24,2.5,450.038110886178
Zkscan14,1418607_at,0.00161747724159594,0.0146368059938239,24,5,49.1439212924651
Slc13a2,1418857_at,0.00161747724159594,0.0146368059938239,24,23,52.149125112508
Aldh1a2,1422789_at,0.00161747724159594,0.0146368059938239,24,16.5,1.06066017177981
Pdia3,1423423_at,0.00161747724159594,0.0146368059938239,24,1,11301.5816176874
Sox5,1423500_a_at,0.00161747724159594,0.0146368059938239,24,4.5,169.599561467593
Ntan1,1423538_at,0.00161747724159594,0.0146368059938239,24,16.5,441.146243112757
Prr13,1423686_a_at,0.00161747724159594,0.0146368059938239,24,3,1319.17841098162
Slc25a38,1424418_at,0.00161747724159594,0.0146368059938239,24,18.5,130.284424433621
Car8,1427482_a_at,0.00161747724159594,0.0146368059938239,24,10,2862.31521723455
Tdrp,1428357_at,0.00161747724159594,0.0146368059938239,24,8.5,250.987551982165
Cep83os,1428375_at,0.00161747724159594,0.0146368059938239,24,5,8.94490078200983
Lpar6,1428615_at,0.00161747724159594,0.0146368059938239,24,23.5,849.500409247989
Acot11,1429267_at,0.00161747724159594,0.0146368059938239,24,15,53.6340493529996
Fpgt,1429519_at,0.00161747724159594,0.0146368059938239,24,21,586.226876942708
1700024J04Rik,1430261_at,0.00161747724159594,0.0146368059938239,24,16.5,1.5556349186104
LOC74457,1431940_at,0.00161747724159594,0.0146368059938239,24,9,34.2062905398992
Lrp12,1433864_at,0.00161747724159594,0.0146368059938239,24,13.5,102.053186194748
Herc1,1434060_at,0.00161747724159594,0.0146368059938239,24,5,402.555890529501
Otud4,1434468_at,0.00161747724159594,0.0146368059938239,24,7,683.878323424569
Lemd3,1435291_at,0.00161747724159594,0.0146368059938239,24,3,143.825519293344
Nipbl,1437158_at,0.00161747724159594,0.0146368059938239,24,5.5,813.632417772301
Impad1,1437288_at,0.00161747724159594,0.0146368059938239,24,7.5,1463.4989050218
Zfp799,1437873_at,0.00161747724159594,0.0146368059938239,24,1.5,91.3581961293019
Myrf,1439506_at,0.00161747724159594,0.0146368059938239,24,3,122.753737213985
Rabep2,1440795_x_at,0.00161747724159594,0.0146368059938239,24,3,381.59017446732
Uba2,1448283_a_at,0.00161747724159594,0.0146368059938239,24,5.5,319.364777722905
Tst,1448609_at,0.00161747724159594,0.0146368059938239,24,19.5,2743.22075761321
Pard6a,1449100_at,0.00161747724159594,0.0146368059938239,24,19,8.73276874765389
Sin3a,1449343_s_at,0.00161747724159594,0.0146368059938239,24,5,238.896026023875
Nop58,1450986_at,0.00161747724159594,0.0146368059938239,24,17,329.246594989986
Aprt,1451703_s_at,0.00161747724159594,0.0146368059938239,24,15,496.21218369766
Enpp4,1452639_at,0.00161747724159594,0.0146368059938239,24,19.5,25.9508188695463
Atic,1452811_at,0.00161747724159594,0.0146368059938239,24,19.5,97.8282231771588
BC065403,1453820_at,0.00161747724159594,0.0146368059938239,24,16.5,0.813172798364529
Utp18,1454817_at,0.00161747724159594,0.0146368059938239,24,18.5,215.897377965782
Amot,1454890_at,0.00161747724159594,0.0146368059938239,24,7,220.475894373966
R3hdm4,1456564_at,0.00161747724159594,0.0146368059938239,24,15,1.4142135623731
Mdm4,1458223_at,0.00161747724159594,0.0146368059938239,24,15,0.494974746830585
6230400D17Rik,1460473_at,0.00161747724159594,0.0146368059938239,24,14,4.3840620433566
Mgmt,1421309_at,0.00168628001811456,0.0151862849634554,24,15,15.980613254816
Tbc1d8b,1421636_at,0.00168628001811456,0.0151862849634554,24,15,3.71231060122937
Cacna1b,1425812_a_at,0.00168628001811456,0.0151862849634554,24,16,0.42426406871193
Fkbp11,1425839_at,0.00168628001811456,0.0151862849634554,24,15,0.494974746830575
Mcpt-ps1,1427755_at,0.00168628001811456,0.0151862849634554,24,15,0.848528137423854
Cabyr,1430007_a_at,0.00168628001811456,0.0151862849634554,24,13.5,2.59861742086057
2810019C22Rik,1430689_at,0.00168628001811456,0.0151862849634554,24,15,2.15667568261898
Srgap1,1431719_a_at,0.00168628001811456,0.0151862849634554,24,15,1.20208152801713
Dscaml1,1432196_a_at,0.00168628001811456,0.0151862849634554,24,15,0.707106781186548
Tmem151b,1434199_at,0.00168628001811456,0.0151862849634554,24,16.5,2.19203102167829
A330009N23Rik,1435844_at,0.00168628001811456,0.0151862849634554,24,17,1.76776695296637
Frk,1436413_at,0.00168628001811456,0.0151862849634554,24,15.5,16.4048773235279
Rnf130,1440941_at,0.00168628001811456,0.0151862849634554,24,15,0.707106781186548
Smg1,1442925_at,0.00168628001811456,0.0151862849634554,24,17,2.65165042944955
Gm15850,1443574_at,0.00168628001811456,0.0151862849634554,24,16,0.494974746830585
AI429363,1444537_at,0.00168628001811456,0.0151862849634554,24,16.5,1.06066017177982
Fasl,1449235_at,0.00168628001811456,0.0151862849634554,24,15,0.636396103067892
Rnf17,1459275_at,0.00168628001811456,0.0151862849634554,24,16.5,0.49497474683058
Zfp597,1460589_at,0.00168628001811456,0.0151862849634554,24,14,68.3065150626205
Akt1,1416657_at,0.00175508279463317,0.0155972392356159,24,12.5,200.075863736734
Ndufa9,1416663_at,0.00175508279463317,0.0155972392356159,24,19.5,1961.21369062948
Ube3a,1416680_at,0.00175508279463317,0.0155972392356159,24,9,2631.74537355915
Mtm1,1416934_at,0.00175508279463317,0.0155972392356159,24,7.5,364.654967057903
Ubac1,1416963_at,0.00175508279463317,0.0155972392356159,24,12.5,527.572369443283
Abhd5,1417566_at,0.00175508279463317,0.0155972392356159,24,19.5,443.179175108669
Eef1a2,1418062_at,0.00175508279463317,0.0155972392356159,24,16,177.236314704408
Cdkn1b,1419497_at,0.00175508279463317,0.0155972392356159,24,2,38.5019642356075
Gstm6,1422072_a_at,0.00175508279463317,0.0155972392356159,24,4,539.434085697688
Zfp60,1422954_at,0.00175508279463317,0.0155972392356159,24,17,16.3695219844686
Nsa2,1423131_at,0.00175508279463317,0.0155972392356159,24,13.5,383.393296759346
Gjb2,1423271_at,0.00175508279463317,0.0155972392356159,24,9,7402.55947088573
Cluap1,1424388_at,0.00175508279463317,0.0155972392356159,24,18.5,140.926381490479
Tbcc,1424644_at,0.00175508279463317,0.0155972392356159,24,0,116.955461608255
Tm6sf2,1425079_at,0.00175508279463317,0.0155972392356159,24,21.5,567.205704528789
Cebpg,1425262_at,0.00175508279463317,0.0155972392356159,24,14,473.743865725457
Fam3a,1428202_at,0.00175508279463317,0.0155972392356159,24,3,114.268455839746
Abhd13,1428273_at,0.00175508279463317,0.0155972392356159,24,11,221.80171958869
Smurf2,1429046_at,0.00175508279463317,0.0155972392356159,24,14,116.548875209073
Pla2g7,1430700_a_at,0.00175508279463317,0.0155972392356159,24,14.5,44.0881078069813
Nosip,1431428_a_at,0.00175508279463317,0.0155972392356159,24,7.5,101.9647978471
Cyp2d13,1431803_at,0.00175508279463317,0.0155972392356159,24,6.5,445.22978477411
3200001D21Rik,1431850_at,0.00175508279463317,0.0155972392356159,24,16,0.42426406871193
1190003K10Rik,1432300_at,0.00175508279463317,0.0155972392356159,24,17,2.47487373415292
Fat1,1433857_at,0.00175508279463317,0.0155972392356159,24,1.5,232.85026304473
Pkn1///Ptger1,1436851_at,0.00175508279463317,0.0155972392356159,24,7,22.7865160237365
Pcm1,1436908_at,0.00175508279463317,0.0155972392356159,24,11,21.0541044098294
Med14,1437632_at,0.00175508279463317,0.0155972392356159,24,13.5,200.889036535098
B930053N05Rik,1439580_at,0.00175508279463317,0.0155972392356159,24,16.5,0.636396103067892
Zfp493,1439869_at,0.00175508279463317,0.0155972392356159,24,16.5,0.42426406871193
Htr1d,1440166_x_at,0.00175508279463317,0.0155972392356159,24,16,1.06066017177982
Cpne7,1440243_at,0.00175508279463317,0.0155972392356159,24,15,0.777817459305208
Gm38422///Zfp64,1440251_s_at,0.00175508279463317,0.0155972392356159,24,15,0.707106781186537
Vsig10l,1445472_at,0.00175508279463317,0.0155972392356159,24,15,0.494974746830585
D030051J21Rik///3830406C13Rik,1446135_at,0.00175508279463317,0.0155972392356159,24,15.5,1.48492424049175
Map3k4,1447667_x_at,0.00175508279463317,0.0155972392356159,24,3,15.2027957955108
Tnfaip1,1448863_a_at,0.00175508279463317,0.0155972392356159,24,2.5,467.29151634713
Ndufs4,1448959_at,0.00175508279463317,0.0155972392356159,24,15,2332.92204782972
Tradd,1452622_a_at,0.00175508279463317,0.0155972392356159,24,9,199.121269582132
Pkdcc,1454838_s_at,0.00175508279463317,0.0155972392356159,24,13.5,189.840493079058
Bmf,1454880_s_at,0.00175508279463317,0.0155972392356159,24,11,177.024182670052
Minpp1,1455787_x_at,0.00175508279463317,0.0155972392356159,24,9.5,306.177236253775
Ubash3a,1456065_at,0.00175508279463317,0.0155972392356159,24,15,2.05060966544099
Inpp5k,1456412_a_at,0.00175508279463317,0.0155972392356159,24,7.5,15.821514229049
Tm9sf2,1456742_x_at,0.00175508279463317,0.0155972392356159,24,15.5,0.494974746830585
Mrpl57,1460225_at,0.00175508279463317,0.0155972392356159,24,17,1.8031222920257
1700094J05Rik,1460266_at,0.00175508279463317,0.0155972392356159,24,15,2.75771644662753
Dlg3,1416918_at,0.00182932307727212,0.0161804863910669,24,3,62.4728841178314
Mmp3,1418945_at,0.00182932307727212,0.0161804863910669,24,14,1.06066017177983
Olfr1507,1422371_at,0.00182932307727212,0.0161804863910669,24,14.5,1.62634559672905
Vps37b,1424380_at,0.00182932307727212,0.0161804863910669,24,18,41.3303913603537
Gbgt1,1426148_at,0.00182932307727212,0.0161804863910669,24,15,1.27279220613578
Fbxo42,1427071_at,0.00182932307727212,0.0161804863910669,24,16,1.83847763108502
Gapvd1,1429455_at,0.00182932307727212,0.0161804863910669,24,5,89.6964951935136
Ccser2,1431972_a_at,0.00182932307727212,0.0161804863910669,24,16.5,118.387352840158
Tbca,1434588_x_at,0.00182932307727212,0.0161804863910669,24,14.5,4.10121933088198
Grwd1,1436887_x_at,0.00182932307727212,0.0161804863910669,24,14.5,3.11126983722079
B4galt2,1448941_at,0.00182932307727212,0.0161804863910669,24,15,0.424264068711925
Kif20a,1449207_a_at,0.00182932307727212,0.0161804863910669,24,14.5,2.96984848098351
Dpysl2,1450502_at,0.00182932307727212,0.0161804863910669,24,16.5,0.565685424949236
Fnbp1,1453746_at,0.00182932307727212,0.0161804863910669,24,5,1.41421356237309
Kcnab1,1454043_a_at,0.00182932307727212,0.0161804863910669,24,15,0.848528137423859
Rab3gap2,1454915_at,0.00182932307727212,0.0161804863910669,24,4.5,76.2614663509692
Cdk2ap2,1456490_at,0.00182932307727212,0.0161804863910669,24,16.5,0.91923881554251
Rgs7bp,1458534_at,0.00182932307727212,0.0161804863910669,24,17,1.73241161390703
Herpud2,1415981_at,0.00190356335991107,0.0165802647924584,24,7.5,864.579461356792
Matn4,1418464_at,0.00190356335991107,0.0165802647924584,24,15,0.49497474683059
Osmr,1418675_at,0.00190356335991107,0.0165802647924584,24,16.5,0.49497474683058
1700073E17Rik,1420257_at,0.00190356335991107,0.0165802647924584,24,13.5,3.46482322781407
Sgk3,1420919_at,0.00190356335991107,0.0165802647924584,24,10,267.091908923689
Cpsf2,1420936_s_at,0.00190356335991107,0.0165802647924584,24,18.5,64.3467170879758
Lrat,1421345_at,0.00190356335991107,0.0165802647924584,24,21.5,454.510561277183
Ly6h,1422625_at,0.00190356335991107,0.0165802647924584,24,16.5,0.848528137423869
Rnd2,1422670_at,0.00190356335991107,0.0165802647924584,24,19,180.913269966578
Limd1,1422730_at,0.00190356335991107,0.0165802647924584,24,5,160.84911505041
Poldip2,1422732_at,0.00190356335991107,0.0165802647924584,24,11.5,368.367277659132
Rbp2,1422846_at,0.00190356335991107,0.0165802647924584,24,15,0.848528137423854
Knstrn,1423463_a_at,0.00190356335991107,0.0165802647924584,24,14.5,1.97989898732233
Nek6,1423596_at,0.00190356335991107,0.0165802647924584,24,2,254.240243175623
Tram1,1423732_at,0.00190356335991107,0.0165802647924584,24,23,2441.74578145433
Adar,1425405_a_at,0.00190356335991107,0.0165802647924584,24,5.5,11.4551298552221
Slc41a3,1425439_a_at,0.00190356335991107,0.0165802647924584,24,16,11.2429978208661
Pon2,1425791_at,0.00190356335991107,0.0165802647924584,24,15,0.636396103067892
Ube2w,1426398_at,0.00190356335991107,0.0165802647924584,24,15.5,683.772257407391
Csnk1a1,1428537_at,0.00190356335991107,0.0165802647924584,24,5,1000.45002936179
Nol8,1428950_s_at,0.00190356335991107,0.0165802647924584,24,16,92.8254427002641
Tnpo3,1429369_at,0.00190356335991107,0.0165802647924584,24,20.5,271.104739906923
Cnih4,1429763_at,0.00190356335991107,0.0165802647924584,24,15.5,352.545763430083
Dlst,1431011_at,0.00190356335991107,0.0165802647924584,24,17,167.195398411559
Sh3gl3,1432103_a_at,0.00190356335991107,0.0165802647924584,24,15,0.49497474683059
4930449I04Rik,1433295_at,0.00190356335991107,0.0165802647924584,24,15,0.636396103067894
8430401P03Rik,1433367_at,0.00190356335991107,0.0165802647924584,24,14,4.73761543394987
Inpp5j,1433941_at,0.00190356335991107,0.0165802647924584,24,15.5,133.112851558368
Csrnp1,1434350_at,0.00190356335991107,0.0165802647924584,24,12,216.851972120385
Zfp362,1435087_at,0.00190356335991107,0.0165802647924584,24,5,67.3519209080187
Usp46,1435325_at,0.00190356335991107,0.0165802647924584,24,15.5,233.203816435323
Agxt2,1435838_at,0.00190356335991107,0.0165802647924584,24,7,1709.6781308919
Pcolce,1437165_a_at,0.00190356335991107,0.0165802647924584,24,5.5,184.607902898278
Slc22a6,1438332_at,0.00190356335991107,0.0165802647924584,24,15,4.17193000900062
Gkn3,1438648_x_at,0.00190356335991107,0.0165802647924584,24,16.5,1.76776695296637
Atxn2l,1438668_x_at,0.00190356335991107,0.0165802647924584,24,4,106.967578323995
Tm2d2,1439235_x_at,0.00190356335991107,0.0165802647924584,24,14.5,563.899980326742
D19Ertd409e,1440417_at,0.00190356335991107,0.0165802647924584,24,4.5,121.816820728912
6530402F18Rik,1441725_at,0.00190356335991107,0.0165802647924584,24,16,0.494974746830575
Ttk,1442594_at,0.00190356335991107,0.0165802647924584,24,16,1.83847763108504
Gm15417,1444112_at,0.00190356335991107,0.0165802647924584,24,7,100.656650301905
Hoxb5os,1447886_at,0.00190356335991107,0.0165802647924584,24,14.5,91.6587165113062
Sema3b,1448415_a_at,0.00190356335991107,0.0165802647924584,24,14,1.27279220613577
Lbp,1448550_at,0.00190356335991107,0.0165802647924584,24,3,2216.65601533312
Trhr,1449572_at,0.00190356335991107,0.0165802647924584,24,15,1.06066017177982
Gm5454///Etv1,1450684_at,0.00190356335991107,0.0165802647924584,24,14.5,2.05060966544099
3830408C21Rik,1453616_at,0.00190356335991107,0.0165802647924584,24,15,2.47487373415291
4632409D06Rik,1454396_at,0.00190356335991107,0.0165802647924584,24,15,0.707106781186543
D10Wsu102e,1454648_s_at,0.00190356335991107,0.0165802647924584,24,6,242.502270607926
Atf7ip,1454973_at,0.00190356335991107,0.0165802647924584,24,2,257.492934369081
Man1a2,1456534_at,0.00190356335991107,0.0165802647924584,24,17,0.282842712474623
Ell,1460643_at,0.00190356335991107,0.0165802647924584,24,7.5,78.4534973726474
2410002F23Rik,1460672_at,0.00190356335991107,0.0165802647924584,24,7,70.8697771444217
Plec,1419835_s_at,0.00198363537436923,0.0171913795194901,24,9.5,441.128565443228
Ripply3,1420459_at,0.00198363537436923,0.0171913795194901,24,14,9.06864446871749
Stap1,1421098_at,0.00198363537436923,0.0171913795194901,24,15.5,2.22738636073762
Atad3a,1422461_at,0.00198363537436923,0.0171913795194901,24,8.5,362.003316628453
Tecpr1,1423989_at,0.00198363537436923,0.0171913795194901,24,4,52.5733891812198
Ptpn5,1425131_at,0.00198363537436923,0.0171913795194901,24,17,0.707106781186548
4922502N22Rik,1432246_at,0.00198363537436923,0.0171913795194901,24,15,0.707106781186548
Muc4,1438555_x_at,0.00198363537436923,0.0171913795194901,24,14.5,21.602112165249
Susd5,1438636_s_at,0.00198363537436923,0.0171913795194901,24,16,0.353553390593279
Lmbr1,1442371_at,0.00198363537436923,0.0171913795194901,24,14,5.07349115501348
Tsen15,1449933_a_at,0.00198363537436923,0.0171913795194901,24,19,43.3633233562651
Baz1b,1450068_at,0.00198363537436923,0.0171913795194901,24,20,35.1785623640308
Tmem150b,1451836_at,0.00198363537436923,0.0171913795194901,24,15,0.49497474683058
Tcaf1,1453437_at,0.00198363537436923,0.0171913795194901,24,16.5,0.282842712474618
Polq,1453551_at,0.00198363537436923,0.0171913795194901,24,15,1.69705627484771
Cep97,1454945_at,0.00198363537436923,0.0171913795194901,24,20.5,39.2797816949127
Ssh2,1455078_at,0.00198363537436923,0.0171913795194901,24,11,94.2573339321667
Lcor,1459928_at,0.00198363537436923,0.0171913795194901,24,20.5,8.59134739141655
Tmem52,1460451_at,0.00198363537436923,0.0171913795194901,24,17,2.82842712474619
